playerid,p_HBP,p_SHO,b_AB,p_L,p_SV,p_GF,p_CG,p_R,b_HBP,b_GIDP,b_BB,b_H,b_SH,b_IBB,b_2B,b_3B,b_SB,b_RBI,b_SO,b_G,p_W,b_R,classification
jacksjo01,NULL,NULL,4981,NULL,NULL,NULL,NULL,NULL,59,0,519,1772,131,0,307,168,202,785,158,1332,NULL,873,0
jacksmi02,56,0,28,67,142,422,0,492,0,0,1,5,4,0,2,0,0,1,4,1005,62,3,0
jacksre01,NULL,NULL,9864,NULL,NULL,NULL,NULL,NULL,96,183,1375,2584,13,164,463,49,228,1702,2597,2820,NULL,1551,1
jacksso01,NULL,NULL,3055,NULL,NULL,NULL,NULL,NULL,11,52,250,767,57,11,81,28,126,162,265,936,NULL,396,0
jackstr01,NULL,NULL,6086,NULL,NULL,NULL,NULL,NULL,10,39,412,1768,171,0,291,86,71,929,565,1656,NULL,833,1
jeffegr01,NULL,NULL,5520,NULL,NULL,NULL,NULL,NULL,24,156,472,1593,4,59,300,27,196,663,348,1465,NULL,761,0
jenkife01,84,49,896,226,7,37,267,1853,0,9,41,148,66,0,27,6,0,85,326,665,284,54,1
jennihu01,NULL,NULL,4904,NULL,NULL,NULL,NULL,NULL,287,0,347,1527,101,0,232,88,359,840,117,1285,NULL,994,0
jenseja01,NULL,NULL,5236,NULL,NULL,NULL,NULL,NULL,23,185,750,1463,18,28,259,45,143,929,546,1438,NULL,810,0
johnsal01,NULL,NULL,4623,NULL,NULL,NULL,NULL,NULL,36,143,244,1331,12,43,180,33,113,525,626,1322,NULL,550,0
johnsbo01,NULL,NULL,6920,NULL,NULL,NULL,NULL,NULL,24,102,1075,2051,28,0,396,95,96,1283,851,1863,NULL,1239,0
johnsch04,NULL,NULL,3836,NULL,NULL,NULL,NULL,NULL,25,112,475,940,18,29,211,4,6,570,997,1188,NULL,465,0
johnsda02,NULL,NULL,4797,NULL,NULL,NULL,NULL,NULL,40,126,559,1252,26,57,242,18,33,609,675,1435,NULL,564,0
johnsde01,NULL,NULL,5941,NULL,NULL,NULL,NULL,NULL,20,164,585,1447,13,54,247,33,11,923,1318,1765,NULL,706,0
johnsho01,NULL,NULL,4940,NULL,NULL,NULL,NULL,NULL,17,61,692,1229,9,105,247,22,231,760,1053,1531,NULL,760,0
johnsju99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
johnsra05,190,37,625,166,2,7,100,1703,2,10,19,78,44,0,14,0,0,40,296,619,303,20,1
johnswa01,203,110,2324,279,34,129,531,1902,13,0,110,547,70,0,94,41,13,255,251,933,417,241,1
johnto01,98,46,900,231,4,22,162,2017,1,20,33,141,93,0,13,0,0,54,211,761,288,43,0
jonescl01,NULL,NULL,4263,NULL,NULL,NULL,NULL,NULL,40,108,360,1196,26,42,183,33,91,524,702,1213,NULL,565,0
jonesdo01,39,0,7,79,303,640,0,465,0,0,1,1,0,0,0,0,0,0,4,846,69,0,0
jonesfi01,NULL,NULL,6747,NULL,NULL,NULL,NULL,NULL,76,0,817,1920,254,0,206,75,359,631,15,1788,NULL,1180,0
jonesja05,NULL,NULL,107,NULL,NULL,NULL,NULL,NULL,3,1,10,23,0,0,6,0,0,11,21,40,NULL,11,0
jonesra01,18,19,599,123,2,11,73,875,0,3,22,79,66,0,8,0,1,20,235,319,100,37,0
jonessa01,68,36,1243,217,31,115,250,2007,22,0,139,245,85,0,44,5,7,99,346,713,229,151,0
jonesto02,38,0,19,63,319,619,0,518,0,1,1,4,0,0,1,0,0,0,6,982,58,1,0
jordabr01,NULL,NULL,5160,NULL,NULL,NULL,NULL,NULL,74,118,353,1454,2,25,267,37,119,821,842,1456,NULL,755,0
jordati01,NULL,NULL,1813,NULL,NULL,NULL,NULL,NULL,9,0,254,474,48,0,74,24,48,232,2,540,NULL,220,0
jorgemi01,NULL,NULL,3421,NULL,NULL,NULL,NULL,NULL,25,64,532,833,31,51,132,13,58,426,589,1633,NULL,429,0
jossad01,60,45,817,97,5,22,234,729,1,0,54,118,39,0,21,6,10,51,0,296,160,46,1
joynewa01,NULL,NULL,7127,NULL,NULL,NULL,NULL,NULL,38,168,833,2060,26,108,409,26,60,1106,825,2033,NULL,973,0
judgejo01,NULL,NULL,7898,NULL,NULL,NULL,NULL,NULL,51,3,965,2352,257,0,433,159,213,1034,478,2171,NULL,1184,0
jurgebi01,NULL,NULL,6253,NULL,NULL,NULL,NULL,NULL,51,195,568,1613,141,0,245,55,36,656,530,1816,NULL,721,0
justida01,NULL,NULL,5625,NULL,NULL,NULL,NULL,NULL,18,101,903,1571,1,85,280,24,53,1017,999,1610,NULL,929,0
kaatji01,122,31,1251,237,18,102,180,2038,7,14,63,232,34,1,44,5,5,106,367,1004,283,117,0
kalinal01,NULL,NULL,10116,NULL,NULL,NULL,NULL,NULL,55,271,1277,3007,45,131,498,75,137,1583,1020,2834,NULL,1622,1
kammwi01,NULL,NULL,5851,NULL,NULL,NULL,NULL,NULL,22,0,824,1643,238,0,348,85,126,826,405,1693,NULL,802,0
karroer01,NULL,NULL,6441,NULL,NULL,NULL,NULL,NULL,31,181,552,1724,0,21,324,11,59,1027,1167,1755,NULL,797,0
keefeti01,96,39,2083,225,2,7,554,2468,4,0,175,390,0,0,60,38,13,134,411,618,342,248,1
keelewi01,NULL,NULL,8591,NULL,NULL,NULL,NULL,NULL,129,0,524,2932,350,0,241,145,495,810,36,2123,NULL,1719,1
kellech01,NULL,NULL,3790,NULL,NULL,NULL,NULL,NULL,10,50,784,1085,20,0,166,72,45,760,499,1170,NULL,725,0
kellejo01,NULL,NULL,7006,NULL,NULL,NULL,NULL,NULL,82,0,911,2220,121,0,358,194,443,1194,163,1853,NULL,1421,1
kellge01,NULL,NULL,6702,NULL,NULL,NULL,NULL,NULL,36,188,621,2054,149,7,385,50,51,870,287,1795,NULL,881,1
kellyge01,0,0,5993,0,0,1,0,0,28,0,386,1778,158,0,337,76,65,1020,694,1622,1,819,1
kellyki01,0,0,5894,2,0,9,0,49,12,0,549,1813,0,0,359,102,368,950,418,1455,2,1357,1
keltnke01,NULL,NULL,5683,NULL,NULL,NULL,NULL,NULL,13,144,514,1570,102,0,308,69,39,852,480,1526,NULL,737,0
kendaja01,NULL,NULL,7627,NULL,NULL,NULL,NULL,NULL,254,176,721,2195,36,51,394,35,189,744,686,2085,NULL,1030,0
kennejo03,NULL,NULL,2110,NULL,NULL,NULL,NULL,NULL,25,48,142,475,36,10,77,17,14,185,461,856,NULL,237,0
kennete02,NULL,NULL,4979,NULL,NULL,NULL,NULL,NULL,16,125,365,1313,22,86,244,12,6,628,855,1491,NULL,474,0
kentje01,NULL,NULL,8498,NULL,NULL,NULL,NULL,NULL,125,224,801,2461,10,61,560,47,94,1518,1522,2298,NULL,1320,0
kerrdi01,18,7,275,34,6,45,54,399,2,0,28,60,19,0,8,5,4,21,26,143,53,40,0
kessido01,NULL,NULL,7651,NULL,NULL,NULL,NULL,NULL,22,132,684,1931,132,69,254,80,100,527,759,2078,NULL,899,0
keyji01,38,13,2,117,10,28,34,1104,0,0,0,0,1,0,0,0,0,0,2,471,186,0,0
kileda01,117,9,657,119,0,8,28,1099,4,9,43,87,81,0,23,0,0,40,300,364,133,38,0
killebi01,NULL,NULL,3150,NULL,NULL,NULL,NULL,NULL,35,0,113,751,102,0,86,21,39,240,126,1035,NULL,237,0
killeha01,NULL,NULL,8147,NULL,NULL,NULL,NULL,NULL,48,243,1559,2086,0,160,290,24,19,1584,1699,2435,NULL,1283,1
kilroma01,59,19,1062,133,0,12,264,1539,7,0,118,236,2,0,24,17,67,103,46,330,141,163,0
kindeel01,9,10,444,71,102,255,56,627,0,10,23,63,29,0,7,1,0,33,123,484,102,34,0
kinerra01,NULL,NULL,5205,NULL,NULL,NULL,NULL,NULL,24,126,1011,1451,9,1,216,39,22,1015,749,1472,NULL,971,1
kingmda01,0,0,6677,0,0,2,0,4,53,139,608,1575,16,72,240,25,85,1210,1816,1941,0,901,0
kisonbr01,68,8,404,88,12,54,36,839,3,5,16,66,33,0,15,5,2,31,158,388,115,31,0
kleinch01,NULL,NULL,6486,NULL,NULL,NULL,NULL,NULL,12,55,601,2076,69,0,398,74,79,1201,521,1753,NULL,1168,1
kleskry01,NULL,NULL,5611,NULL,NULL,NULL,NULL,NULL,29,125,817,1564,4,84,343,33,91,987,1077,1736,NULL,874,0
klingjo01,NULL,NULL,4241,NULL,NULL,NULL,NULL,NULL,12,0,281,1151,106,0,181,61,123,513,114,1260,NULL,474,0
kluszte01,NULL,NULL,5929,NULL,NULL,NULL,NULL,NULL,23,143,492,1766,3,70,290,29,20,1028,365,1718,NULL,848,0
knabeot01,NULL,NULL,4469,NULL,NULL,NULL,NULL,NULL,36,0,485,1103,265,0,178,48,143,365,191,1278,NULL,572,0
kneppbo01,47,30,840,155,1,10,78,1258,2,5,41,115,90,0,28,2,2,59,333,449,146,47,0
knighra01,NULL,NULL,4829,NULL,NULL,NULL,NULL,NULL,36,169,343,1311,22,43,266,27,14,595,579,1495,NULL,490,0
knoblch01,NULL,NULL,6366,NULL,NULL,NULL,NULL,NULL,139,116,804,1839,20,22,322,64,407,615,730,1632,NULL,1132,0
knowlda01,38,1,125,74,143,417,1,437,1,1,9,15,10,0,0,1,0,11,43,766,66,2,0
koosmje01,71,33,915,209,17,43,140,1608,2,19,33,109,100,0,12,1,1,46,418,612,222,36,0
koscoan01,NULL,NULL,1963,NULL,NULL,NULL,NULL,NULL,6,58,99,464,15,18,75,8,5,267,350,658,NULL,204,0
koufasa01,18,40,776,87,9,44,137,806,1,10,43,75,35,0,9,0,0,28,386,397,165,26,1
kraneed01,NULL,NULL,5436,NULL,NULL,NULL,NULL,NULL,14,138,454,1418,35,89,225,25,15,614,581,1853,NULL,536,0
krausle02,35,5,354,91,21,71,21,635,2,5,26,47,26,0,9,1,1,24,163,334,68,23,0
kremera01,29,14,687,85,10,36,134,950,0,0,37,122,36,0,30,2,0,69,213,309,143,57,0
kressre01,1,0,5087,0,0,3,0,14,6,18,474,1454,97,0,298,58,47,799,453,1391,0,691,0
krukjo01,NULL,NULL,3897,NULL,NULL,NULL,NULL,NULL,2,92,649,1170,12,83,199,34,58,592,701,1200,NULL,582,0
krukomi01,47,10,722,117,1,4,41,1069,4,7,17,139,70,0,22,0,3,54,194,371,124,44,0
kuennha01,NULL,NULL,6913,NULL,NULL,NULL,NULL,NULL,15,143,594,2092,44,39,356,56,68,671,404,1833,NULL,951,0
kuheljo01,NULL,NULL,7984,NULL,NULL,NULL,NULL,NULL,39,74,980,2212,92,0,412,111,178,1049,612,2104,NULL,1236,0
kuzavbo01,8,7,256,44,13,58,34,427,1,5,29,22,12,0,1,0,0,10,96,214,49,21,0
lajoina01,NULL,NULL,9589,NULL,NULL,NULL,NULL,NULL,134,0,516,3242,221,0,657,163,380,1599,85,2480,NULL,1504,1
langebi01,NULL,NULL,3195,NULL,NULL,NULL,NULL,NULL,25,0,350,1055,39,0,133,80,399,578,86,811,NULL,689,0
langsma01,46,18,92,158,0,3,81,1438,0,0,2,14,5,0,3,0,0,5,38,459,179,5,0
lanieha01,NULL,NULL,3703,NULL,NULL,NULL,NULL,NULL,4,135,136,843,78,25,111,20,11,273,436,1196,NULL,297,0
lankfra01,NULL,NULL,5747,NULL,NULL,NULL,NULL,NULL,36,77,828,1561,10,68,356,54,258,874,1550,1701,NULL,968,0
lansfca01,NULL,NULL,7158,NULL,NULL,NULL,NULL,NULL,64,166,553,2074,53,45,332,40,224,874,719,1862,NULL,1007,0
larkiba01,NULL,NULL,7937,NULL,NULL,NULL,NULL,NULL,55,178,939,2340,59,66,441,76,379,960,817,2180,NULL,1329,1
larsedo01,26,11,596,91,26,132,44,728,0,15,43,144,11,0,25,5,0,72,138,480,81,65,0
lathaar01,NULL,NULL,6822,NULL,NULL,NULL,NULL,NULL,85,0,588,1833,7,0,245,85,739,563,239,1627,NULL,1478,0
lavagco01,NULL,NULL,3509,NULL,NULL,NULL,NULL,NULL,12,86,485,945,33,0,183,37,63,486,244,1043,NULL,487,0
lawve01,40,28,883,147,13,77,119,1274,6,24,41,191,63,0,35,7,1,90,179,516,162,96,0
lazzeto01,NULL,NULL,6297,NULL,NULL,NULL,NULL,NULL,21,8,869,1840,116,0,334,115,148,1191,864,1740,NULL,986,1
leachfr01,NULL,NULL,3733,NULL,NULL,NULL,NULL,NULL,27,0,163,1147,73,0,196,53,32,509,189,991,NULL,543,0
leachto01,NULL,NULL,7959,NULL,NULL,NULL,NULL,NULL,32,0,820,2143,240,0,266,172,361,810,278,2156,NULL,1355,0
leebi03,27,10,197,90,19,70,72,885,0,1,1,41,10,0,3,1,0,10,63,419,119,12,0
leede02,NULL,NULL,6962,NULL,NULL,NULL,NULL,NULL,70,199,874,1959,2,72,432,30,104,1078,1622,1942,NULL,1081,0
leevesa01,90,39,993,100,13,75,241,1024,7,0,49,183,25,0,17,14,4,78,8,389,194,90,0
leibrch01,37,18,267,119,2,17,52,1068,0,3,13,32,33,0,3,2,0,14,72,394,140,7,0
leiteal01,117,10,530,132,2,9,16,1101,0,10,35,45,48,0,7,1,0,16,290,419,162,15,0
lemonbo01,57,31,1183,128,22,73,188,1185,2,9,93,274,49,0,54,9,2,147,241,615,207,148,1
lemonch01,NULL,NULL,6868,NULL,NULL,NULL,NULL,NULL,151,174,749,1875,50,46,396,61,58,884,1024,1988,NULL,973,0
leonabu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
leonade01,52,23,0,106,1,3,103,1008,0,0,0,0,0,0,0,0,0,0,0,313,144,0,0
leonadu02,56,30,1054,181,44,171,192,1432,2,27,20,177,85,0,18,4,1,69,183,640,191,53,0
leonaje01,NULL,NULL,5045,NULL,NULL,NULL,NULL,NULL,23,146,342,1342,8,41,223,37,163,723,1000,1415,NULL,614,0
lewisdu01,0,0,5351,0,0,1,0,2,40,0,352,1518,264,0,289,68,113,793,353,1459,0,612,0
lindsfr01,NULL,NULL,5611,NULL,NULL,NULL,NULL,NULL,13,35,334,1747,146,0,301,81,84,779,276,1438,NULL,895,1
linzyfr01,14,0,121,57,111,342,0,315,1,1,3,18,14,0,0,1,0,3,42,516,62,5,0
lloydpo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
loberha01,NULL,NULL,4563,NULL,NULL,NULL,NULL,NULL,38,0,395,1252,231,0,159,82,316,482,156,1317,NULL,640,0
lockebo01,9,2,98,15,10,60,2,209,0,1,9,25,6,0,2,0,0,12,22,168,16,12,0
lockmwh01,NULL,NULL,5940,NULL,NULL,NULL,NULL,NULL,19,68,552,1658,64,15,222,49,43,563,383,1666,NULL,836,0
loducpa01,NULL,NULL,3892,NULL,NULL,NULL,NULL,NULL,58,138,266,1112,42,23,222,8,20,481,295,1082,NULL,483,0
loftoke01,NULL,NULL,8120,NULL,NULL,NULL,NULL,NULL,32,109,945,2428,72,43,383,116,622,781,1016,2103,NULL,1528,0
lolicmi01,92,41,821,191,11,40,195,1537,5,20,105,90,85,0,5,2,1,31,362,592,217,63,0
lombaer01,NULL,NULL,5855,NULL,NULL,NULL,NULL,NULL,46,261,430,1792,18,0,277,27,8,990,262,1853,NULL,601,1
lonboji01,105,15,770,137,4,24,90,1170,1,10,51,105,78,0,17,2,1,43,330,426,157,41,0
longhe01,NULL,NULL,7674,NULL,NULL,NULL,NULL,NULL,57,0,612,2127,150,0,342,97,534,1055,261,1874,NULL,1455,0
lopated01,43,27,887,112,3,14,164,1008,0,30,73,187,34,0,26,5,0,77,92,357,166,87,0
lopesda01,NULL,NULL,6354,NULL,NULL,NULL,NULL,NULL,31,126,833,1671,74,38,232,50,557,614,852,1812,NULL,1023,0
lopezal01,NULL,NULL,5916,NULL,NULL,NULL,NULL,NULL,14,137,556,1547,121,0,206,43,46,652,538,1950,NULL,613,0
lopezja01,NULL,NULL,5319,NULL,NULL,NULL,NULL,NULL,66,172,357,1527,6,43,267,19,8,864,969,1503,NULL,674,0
lowebo01,0,0,7064,0,0,1,0,1,71,0,473,1929,133,0,230,85,302,984,214,1818,0,1131,0
lowelmi01,NULL,NULL,5813,NULL,NULL,NULL,NULL,NULL,52,170,548,1619,1,45,394,7,30,952,817,1601,NULL,771,0
lowenjo01,NULL,NULL,3476,NULL,NULL,NULL,NULL,NULL,9,58,446,881,27,30,137,18,128,441,596,1368,NULL,510,0
lucasre01,23,22,1439,135,7,70,204,1198,4,14,124,404,41,0,61,13,2,190,133,907,157,155,0
luquedo01,26,26,1043,179,28,128,206,1412,11,1,70,237,65,0,31,10,7,90,114,559,194,96,0
luzingr01,NULL,NULL,6505,NULL,NULL,NULL,NULL,NULL,84,147,845,1795,1,95,344,24,37,1128,1495,1821,NULL,880,0
lylesp01,14,0,78,76,238,634,0,519,0,0,5,15,5,0,2,0,1,4,26,899,99,8,0
lynnfr01,NULL,NULL,6925,NULL,NULL,NULL,NULL,NULL,30,149,857,1960,25,77,388,43,72,1111,1116,1969,NULL,1063,0
lyonste01,31,27,1563,230,23,92,356,2056,7,9,73,364,83,0,49,9,0,149,201,705,260,162,1
mackco01,NULL,NULL,2695,NULL,NULL,NULL,NULL,NULL,64,0,169,659,3,0,79,28,127,265,127,723,NULL,391,0
mackebi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
maddoga01,NULL,NULL,6331,NULL,NULL,NULL,NULL,NULL,36,99,323,1802,25,60,337,62,248,754,781,1749,NULL,777,0
maddugr01,137,35,1591,227,0,3,109,1981,5,15,34,272,180,0,35,2,11,84,419,759,355,103,1
madlobi01,NULL,NULL,6594,NULL,NULL,NULL,NULL,NULL,68,190,605,2008,36,121,348,34,174,860,510,1806,NULL,920,0
mageesh01,NULL,NULL,7441,NULL,NULL,NULL,NULL,NULL,109,0,736,2169,260,0,425,166,441,1176,359,2087,NULL,1112,0
maglisa01,44,25,563,62,14,35,93,684,3,13,20,76,57,0,5,1,1,29,180,304,119,29,0
malonji01,36,30,628,84,4,18,74,729,1,11,33,126,31,0,21,4,2,53,139,321,134,51,0
mancugu01,NULL,NULL,4505,NULL,NULL,NULL,NULL,NULL,5,111,418,1194,97,0,197,16,8,543,264,1460,NULL,386,0
mantlmi01,NULL,NULL,8102,NULL,NULL,NULL,NULL,NULL,13,113,1733,2415,14,126,344,72,153,1509,1710,2401,NULL,1677,1
manushe01,NULL,NULL,7654,NULL,NULL,NULL,NULL,NULL,70,11,506,2524,186,0,491,160,114,1183,345,2008,NULL,1287,1
maranra01,NULL,NULL,10078,NULL,NULL,NULL,NULL,NULL,39,21,839,2605,300,0,380,177,291,884,756,2670,NULL,1255,1
marbefi01,38,7,668,88,101,271,86,971,6,0,22,128,34,0,21,3,2,65,111,551,148,60,0
maricju01,40,52,1221,142,2,11,244,1329,2,20,38,202,71,0,29,2,2,75,269,475,243,73,1
marioma01,NULL,NULL,5506,NULL,NULL,NULL,NULL,NULL,14,120,470,1448,151,0,272,37,35,624,537,1572,NULL,602,0
marisro01,NULL,NULL,5101,NULL,NULL,NULL,NULL,NULL,38,75,652,1325,12,42,195,42,21,851,733,1463,NULL,826,0
marquru01,39,30,1107,177,19,83,197,1443,7,0,33,198,48,0,17,3,6,64,191,536,201,63,1
marshmi01,31,1,179,112,188,549,3,548,1,2,17,35,18,0,1,0,0,16,33,725,97,11,0
martibi02,NULL,NULL,3419,NULL,NULL,NULL,NULL,NULL,32,96,188,877,55,8,137,28,34,333,355,1021,NULL,425,0
martide01,122,30,520,193,8,51,122,1835,2,8,15,74,65,0,12,0,1,33,168,695,245,25,0
martied01,NULL,NULL,7213,NULL,NULL,NULL,NULL,NULL,89,190,1283,2247,10,113,514,15,49,1261,1202,2055,NULL,1219,0
martimo01,27,1,165,34,15,101,8,320,0,2,4,28,9,0,2,0,0,7,45,250,38,15,0
martipe01,0,0,4117,0,0,1,0,1,13,44,369,1227,22,0,270,75,146,501,438,1189,0,754,0
martipe02,141,17,434,100,3,23,46,1006,3,5,15,43,63,0,6,2,0,18,190,477,219,22,1
martiti02,NULL,NULL,7111,NULL,NULL,NULL,NULL,NULL,59,191,780,1925,14,102,365,21,27,1271,1069,2023,NULL,1008,0
mathech01,59,79,1684,188,28,74,434,1616,17,0,116,362,69,0,50,12,20,165,74,646,373,151,1
matheed01,NULL,NULL,8537,NULL,NULL,NULL,NULL,NULL,26,123,1444,2315,36,107,354,72,68,1453,1487,2391,NULL,1509,1
matlajo01,26,30,441,126,3,23,97,970,1,7,57,57,41,0,3,0,0,23,217,362,125,32,0
matthga01,NULL,NULL,7147,NULL,NULL,NULL,NULL,NULL,21,179,940,2011,19,46,319,51,183,978,1125,2033,NULL,1083,0
mattido01,NULL,NULL,7003,NULL,NULL,NULL,NULL,NULL,21,191,588,2153,13,136,442,20,14,1099,444,1785,NULL,1007,0
maxvida01,NULL,NULL,3443,NULL,NULL,NULL,NULL,NULL,8,94,370,748,54,49,79,24,7,252,538,1423,NULL,302,0
maybejo01,NULL,NULL,5447,NULL,NULL,NULL,NULL,NULL,55,108,881,1379,10,106,211,19,20,879,810,1620,NULL,733,0
mayca01,NULL,NULL,4120,NULL,NULL,NULL,NULL,NULL,45,112,512,1127,7,63,172,23,85,536,565,1165,NULL,545,0
mayje01,NULL,NULL,1527,NULL,NULL,NULL,NULL,NULL,11,42,157,357,8,48,63,10,1,130,293,556,NULL,120,0
mayle01,NULL,NULL,7609,NULL,NULL,NULL,NULL,NULL,49,219,487,2031,9,85,340,31,39,1244,1570,2071,NULL,959,0
mayru01,42,24,341,156,12,73,87,1150,2,4,22,42,17,0,9,0,0,14,164,536,152,12,0
maysca01,89,29,1085,126,31,125,231,1211,4,0,66,291,44,0,32,21,1,110,116,502,207,113,0
mayswi01,NULL,NULL,10881,NULL,NULL,NULL,NULL,NULL,44,251,1464,3283,13,192,523,140,338,1903,1526,2992,NULL,2062,1
mazerbi01,NULL,NULL,7755,NULL,NULL,NULL,NULL,NULL,20,194,447,2016,87,110,294,62,27,853,706,2163,NULL,769,1
mcaleji01,0,0,3977,0,0,1,0,3,38,0,365,1007,34,0,114,39,262,469,290,1020,0,619,0
mcauldi01,NULL,NULL,6185,NULL,NULL,NULL,NULL,NULL,33,77,882,1530,32,59,231,71,63,697,974,1763,NULL,888,0
mcbriba01,NULL,NULL,3853,NULL,NULL,NULL,NULL,NULL,40,64,248,1153,22,28,167,55,183,430,457,1071,NULL,548,0
mccarti01,NULL,NULL,5529,NULL,NULL,NULL,NULL,NULL,30,99,548,1501,35,119,242,57,61,645,422,1909,NULL,590,0
mccarto01,0,0,5128,7,0,7,5,63,50,0,537,1496,24,0,192,53,468,735,163,1275,0,1069,1
mccorfr01,NULL,NULL,5723,NULL,NULL,NULL,NULL,NULL,27,176,399,1711,58,0,334,26,27,951,189,1534,NULL,722,0
mccovwi01,NULL,NULL,8197,NULL,NULL,NULL,NULL,NULL,69,176,1345,2211,5,260,353,46,26,1555,1550,2588,NULL,1229,1
mcdanli01,15,2,378,119,172,577,18,934,1,4,8,56,25,0,11,0,0,17,159,988,141,19,0
mcdougi01,NULL,NULL,4676,NULL,NULL,NULL,NULL,NULL,36,93,559,1291,97,8,187,51,45,576,623,1336,NULL,697,0
mcdowja01,48,13,0,87,0,0,62,874,0,0,0,0,0,0,0,0,0,0,0,277,127,0,0
mcdowsa01,59,23,774,134,14,39,103,999,1,6,16,119,56,0,7,2,0,36,306,429,141,34,0
mcgeewi01,NULL,NULL,7649,NULL,NULL,NULL,NULL,NULL,15,157,448,2254,30,58,350,94,352,856,1238,2201,NULL,1010,0
mcginjo01,182,32,1297,142,24,73,314,1438,11,0,34,251,81,0,21,10,26,90,0,477,246,109,0
mcgloly01,25,13,456,93,2,37,41,735,0,9,11,79,36,0,17,0,0,25,103,320,86,30,0
mcgrajo01,NULL,NULL,3924,NULL,NULL,NULL,NULL,NULL,134,0,836,1309,32,0,121,70,436,462,74,1099,NULL,1024,0
mcgratu01,22,1,214,92,180,541,5,597,1,2,10,39,21,0,7,0,0,18,57,826,96,14,0
mcgresc01,26,23,0,108,5,24,83,1031,0,0,0,0,0,0,0,0,0,0,0,357,138,0,0
mcgrifr01,NULL,NULL,8757,NULL,NULL,NULL,NULL,NULL,39,226,1305,2490,2,171,441,24,72,1550,1882,2460,NULL,1349,0
mcgwima01,NULL,NULL,6187,NULL,NULL,NULL,NULL,NULL,75,147,1317,1626,3,150,252,6,12,1414,1596,1874,NULL,1167,0
mcinnst01,NULL,NULL,7822,NULL,NULL,NULL,NULL,NULL,38,0,380,2405,383,0,312,101,172,1063,189,2128,NULL,872,0
mckecbi01,NULL,NULL,2843,NULL,NULL,NULL,NULL,NULL,15,0,190,713,132,0,86,33,127,240,199,846,NULL,319,0
mclaide01,26,29,616,91,2,8,105,778,0,10,25,82,64,0,5,2,1,31,244,285,131,32,0
mcleala01,NULL,NULL,2647,NULL,NULL,NULL,NULL,NULL,9,0,136,694,41,0,90,26,20,298,79,862,NULL,183,0
mcmahdo02,34,0,168,68,153,506,0,482,0,3,10,23,7,0,4,0,0,9,87,874,90,8,0
mcmanma01,NULL,NULL,6660,NULL,NULL,NULL,NULL,NULL,30,13,675,1926,198,0,401,88,126,999,558,1831,NULL,1008,0
mcmilro01,NULL,NULL,6752,NULL,NULL,NULL,NULL,NULL,57,163,665,1639,140,47,253,35,41,594,711,2093,NULL,739,0
mcmulke01,NULL,NULL,5131,NULL,NULL,NULL,NULL,NULL,17,134,510,1273,34,47,172,26,20,606,815,1583,NULL,568,0
mcnalda01,72,33,731,119,2,7,120,1070,0,4,58,97,58,0,23,0,0,43,340,425,184,49,0
mcphebi01,NULL,NULL,8291,NULL,NULL,NULL,NULL,NULL,87,0,981,2250,50,0,303,188,568,1067,229,2135,NULL,1678,1
mcraeha01,NULL,NULL,7218,NULL,NULL,NULL,NULL,NULL,79,186,648,2091,28,69,484,66,109,1097,779,2084,NULL,940,0
mcveyca01,0,0,2513,12,5,12,12,141,0,0,30,869,0,0,132,44,25,448,51,530,10,555,0
meadole01,90,25,1117,180,7,56,219,1491,6,0,34,201,43,0,21,10,0,75,272,498,188,80,0
medicdo01,35,16,54,105,2,8,71,925,0,2,4,5,8,0,0,0,0,1,22,314,124,3,0
medwijo01,NULL,NULL,7635,NULL,NULL,NULL,NULL,NULL,26,203,437,2471,44,0,540,113,42,1383,551,1984,NULL,1198,1
meltobi01,NULL,NULL,3971,NULL,NULL,NULL,NULL,NULL,44,94,479,1004,20,29,162,9,23,591,669,1144,NULL,496,0
mendejo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
menkede01,NULL,NULL,5071,NULL,NULL,NULL,NULL,NULL,46,99,698,1270,54,73,225,40,34,606,853,1598,NULL,605,0
mesajo01,55,2,2,109,321,633,6,811,0,0,1,0,1,0,0,0,0,0,1,1023,80,1,0
messean01,40,27,729,99,15,30,98,812,1,6,46,124,46,0,30,0,1,54,212,353,130,49,0
meusebo01,NULL,NULL,5475,NULL,NULL,NULL,NULL,NULL,21,0,375,1693,157,0,368,95,142,1068,619,1407,NULL,826,0
miksied01,NULL,NULL,3053,NULL,NULL,NULL,NULL,NULL,6,74,215,722,62,6,95,17,52,228,313,1042,NULL,383,0
